"typeResult","idGame","slugTeam","idTeam","teamName","cityTeam","minExact","ptsOffTOV","ptsSecondChance","ptsFastBreak","ptsPaint","ptsOffTOVOpponent","ptsSecondChanceOpponent","ptsFastBreakOpponent","ptsPaintOpponent","blk","blka","pf","pfd"
"team",22200130,"POR",1610612757,"Trail Blazers","Portland",240,18,11,12,52,22,16,12,40,3,4,24,22
"team",22200130,"PHX",1610612756,"Suns","Phoenix",240,22,16,12,40,18,11,12,52,4,3,22,24
"team",22200125,"MEM",1610612763,"Grizzlies","Memphis",240,22,20,21,60,15,11,19,42,10,7,20,17
"team",22200125,"CHA",1610612766,"Hornets","Charlotte",240,15,11,19,42,22,20,21,60,7,10,17,20
"team",22200129,"MIN",1610612750,"Timberwolves","Minnesota",240,12,9,13,42,24,12,13,40,4,2,25,22
"team",22200129,"MIL",1610612749,"Bucks","Milwaukee",240,24,12,13,40,12,9,13,42,2,4,22,25
"team",22200124,"CHI",1610612741,"Bulls","Chicago",240,17,10,17,34,21,11,3,52,5,7,28,23
"team",22200124,"BOS",1610612738,"Celtics","Boston",240,21,11,3,52,17,10,17,34,7,5,23,28
"team",22200131,"UTA",1610612762,"Jazz","Utah",240,17,25,12,64,13,14,25,56,3,6,22,17
"team",22200131,"LAL",1610612747,"Lakers","Los Angeles",240,13,14,25,56,17,25,12,64,6,3,17,22
"team",22200139,"POR",1610612757,"Trail Blazers","Portland",240,8,8,12,32,19,10,10,44,7,14,26,22
"team",22200139,"PHX",1610612756,"Suns","Phoenix",240,19,10,10,44,8,8,12,32,14,7,22,26
"team",22200138,"SAS",1610612759,"Spurs","San Antonio",240,22,9,8,54,21,8,26,60,3,0,13,15
"team",22200138,"DEN",1610612743,"Nuggets","Denver",240,21,8,26,60,22,9,8,54,0,3,15,13
"team",22200135,"NYK",1610612752,"Knicks","New York",240,20,13,14,64,30,10,12,30,4,2,14,17
"team",22200135,"BOS",1610612738,"Celtics","Boston",240,30,10,12,30,20,13,14,64,2,4,17,14
"team",22200137,"MIN",1610612750,"Timberwolves","Minnesota",240,36,9,21,60,26,20,13,46,5,0,27,18
"team",22200137,"HOU",1610612745,"Rockets","Houston",240,26,20,13,46,36,9,21,60,0,5,18,27
"team",22200136,"OKC",1610612760,"Thunder","Oklahoma City",240,20,9,14,36,10,14,10,38,3,6,18,16
"team",22200136,"MIL",1610612749,"Bucks","Milwaukee",240,10,14,10,38,20,9,14,36,6,3,16,18
"team",22200134,"NOP",1610612740,"Pelicans","New Orleans",265,16,17,14,68,23,17,22,66,6,8,24,23
"team",22200134,"ATL",1610612737,"Hawks","Atlanta",265,23,17,22,66,16,17,14,68,8,6,23,24
"team",22200133,"CHA",1610612766,"Hornets","Charlotte",240,13,16,12,34,19,18,7,30,6,10,21,21
"team",22200133,"BKN",1610612751,"Nets","Brooklyn",240,19,18,7,30,13,16,12,34,10,6,21,21
"team",22200132,"SAC",1610612758,"Kings","Sacramento",265,26,8,16,60,21,8,9,78,4,4,20,26
"team",22200132,"ORL",1610612753,"Magic","Orlando",265,21,8,9,78,26,8,16,60,4,4,26,20
"team",22200143,"UTA",1610612762,"Jazz","Utah",240,26,15,8,34,25,6,20,60,4,2,15,26
"team",22200143,"LAC",1610612746,"Clippers","LA",240,25,6,20,60,26,15,8,34,2,4,26,15
"team",22200142,"WAS",1610612764,"Wizards","Washington",240,14,26,8,56,10,17,22,52,5,2,21,17
"team",22200142,"MEM",1610612763,"Grizzlies","Memphis",240,10,17,22,52,14,26,8,56,2,5,17,21
"team",22200141,"TOR",1610612761,"Raptors","Toronto",240,23,27,14,62,12,13,21,38,10,10,16,20
"team",22200141,"CHI",1610612741,"Bulls","Chicago",240,12,13,21,38,23,27,14,62,10,10,20,16
"team",22200140,"LAL",1610612747,"Lakers","Los Angeles",240,9,16,16,56,21,18,15,48,4,6,26,20
"team",22200140,"CLE",1610612739,"Cavaliers","Cleveland",240,21,18,15,48,9,16,16,56,6,4,20,26
"team",22200158,"LAC",1610612746,"Clippers","LA",240,25,6,7,34,10,8,18,46,2,2,19,21
"team",22200158,"CLE",1610612739,"Cavaliers","Cleveland",240,10,8,18,46,25,6,7,34,2,2,21,19
"team",22200152,"MEM",1610612763,"Grizzlies","Memphis",240,18,16,11,48,13,9,15,48,4,6,23,19
"team",22200152,"BOS",1610612738,"Celtics","Boston",240,13,9,15,48,18,16,11,48,6,4,19,23
"team",22200146,"OKC",1610612760,"Thunder","Oklahoma City",240,16,14,13,52,13,20,9,56,11,9,26,19
"team",22200146,"DET",1610612765,"Pistons","Detroit",240,13,20,9,56,16,14,13,52,9,11,19,26
"team",22200155,"DAL",1610612742,"Mavericks","Dallas",240,23,24,6,32,26,17,10,38,3,5,20,26
"team",22200155,"BKN",1610612751,"Nets","Brooklyn",240,26,17,10,38,23,24,6,32,5,3,26,20
"team",22200154,"SAS",1610612759,"Spurs","San Antonio",240,24,16,16,54,35,11,18,62,5,7,17,14
"team",22200154,"DEN",1610612743,"Nuggets","Denver",240,35,11,18,62,24,16,16,54,7,5,14,17
"team",22200156,"SAC",1610612758,"Kings","Sacramento",240,22,9,15,42,16,5,8,44,0,4,20,21
"team",22200156,"GSW",1610612744,"Warriors","Golden State",240,16,5,8,44,22,9,15,42,4,0,21,20
"team",22200148,"PHX",1610612756,"Suns","Phoenix",240,17,5,11,38,19,16,17,30,5,6,24,17
"team",22200148,"PHI",1610612755,"76ers","Philadelphia",240,19,16,17,30,17,5,11,38,6,5,17,24
"team",22200153,"NYK",1610612752,"Knicks","New York",240,26,19,17,38,17,9,19,48,2,8,23,18
"team",22200153,"MIN",1610612750,"Timberwolves","Minnesota",240,17,9,19,48,26,19,17,38,8,2,18,23
"team",22200151,"TOR",1610612761,"Raptors","Toronto",240,23,4,13,50,21,11,16,56,7,7,20,21
"team",22200151,"CHI",1610612741,"Bulls","Chicago",240,21,11,16,56,23,4,13,50,7,7,21,20
"team",22200150,"POR",1610612757,"Trail Blazers","Portland",240,17,10,13,38,24,6,16,40,2,2,16,18
"team",22200150,"MIA",1610612748,"Heat","Miami",240,24,6,16,40,17,10,13,38,2,2,18,16
"team",22200144,"WAS",1610612764,"Wizards","Washington",240,16,14,13,58,22,22,16,70,6,7,18,23
"team",22200144,"CHA",1610612766,"Hornets","Charlotte",240,22,22,16,70,16,14,13,58,7,6,23,18
"team",22200147,"NOP",1610612740,"Pelicans","New Orleans",240,18,17,22,60,16,12,19,40,4,8,20,19
"team",22200147,"IND",1610612754,"Pacers","Indiana",240,16,12,19,40,18,17,22,60,8,4,19,20
"team",22200157,"UTA",1610612762,"Jazz","Utah",240,21,19,20,58,21,9,11,52,7,5,23,21
"team",22200157,"LAL",1610612747,"Lakers","Los Angeles",240,21,9,11,52,21,19,20,58,5,7,21,23
"team",22200145,"ORL",1610612753,"Magic","Orlando",240,31,22,9,52,31,13,13,40,4,6,25,23
"team",22200145,"HOU",1610612745,"Rockets","Houston",240,31,13,13,40,31,22,9,52,6,4,23,25
"team",22200149,"MIL",1610612749,"Bucks","Milwaukee",240,5,7,3,40,22,19,13,50,9,3,18,18
"team",22200149,"ATL",1610612737,"Hawks","Atlanta",240,22,19,13,50,5,7,3,40,3,9,18,18
"team",22200160,"IND",1610612754,"Pacers","Indiana",240,15,14,12,52,26,16,18,54,5,7,23,15
"team",22200160,"DEN",1610612743,"Nuggets","Denver",240,26,16,18,54,15,14,12,52,7,5,15,23
"team",22200162,"UTA",1610612762,"Jazz","Utah",240,11,20,16,50,16,12,13,60,6,5,20,16
"team",22200162,"ATL",1610612737,"Hawks","Atlanta",240,16,12,13,60,11,20,16,50,5,6,16,20
"team",22200161,"ORL",1610612753,"Magic","Orlando",240,4,9,8,50,10,5,10,40,6,4,20,19
"team",22200161,"DAL",1610612742,"Mavericks","Dallas",240,10,5,10,40,4,9,8,50,4,6,19,20
"team",22200164,"NYK",1610612752,"Knicks","New York",240,10,11,10,30,25,21,16,40,4,5,18,22
"team",22200164,"BKN",1610612751,"Nets","Brooklyn",240,25,21,16,40,10,11,10,30,5,4,22,18
"team",22200165,"TOR",1610612761,"Raptors","Toronto",240,31,25,23,50,13,21,19,50,9,7,26,18
"team",22200165,"HOU",1610612745,"Rockets","Houston",240,13,21,19,50,31,25,23,50,7,9,18,26
"team",22200159,"POR",1610612757,"Trail Blazers","Portland",240,13,10,12,50,27,18,22,48,4,3,19,22
"team",22200159,"CHA",1610612766,"Hornets","Charlotte",240,27,18,22,48,13,10,12,50,3,4,22,19
"team",22200163,"DET",1610612765,"Pistons","Detroit",240,15,21,5,42,12,12,13,48,3,4,19,25
"team",22200163,"BOS",1610612738,"Celtics","Boston",240,12,12,13,48,15,21,5,42,4,3,25,19
"team",22200166,"NOP",1610612740,"Pelicans","New Orleans",240,18,14,15,60,16,9,19,58,5,8,18,23
"team",22200166,"CHI",1610612741,"Bulls","Chicago",240,16,9,19,58,18,14,15,60,8,5,23,18
"team",22200167,"PHX",1610612756,"Suns","Phoenix",240,32,18,13,54,14,8,10,62,3,6,21,22
"team",22200167,"MIN",1610612750,"Timberwolves","Minnesota",240,14,8,10,62,32,18,13,54,6,3,22,21
"team",22200169,"SAS",1610612759,"Spurs","San Antonio",265,21,23,16,64,18,28,17,66,2,2,17,22
"team",22200169,"MEM",1610612763,"Grizzlies","Memphis",265,18,28,17,66,21,23,16,64,2,2,22,17
"team",22200168,"OKC",1610612760,"Thunder","Oklahoma City",290,18,17,14,64,20,12,7,54,9,7,26,23
"team",22200168,"MIL",1610612749,"Bucks","Milwaukee",290,20,12,7,54,18,17,14,64,7,9,23,26
"team",22200171,"SAC",1610612758,"Kings","Sacramento",240,18,9,8,40,8,15,0,64,4,1,20,23
"team",22200171,"CLE",1610612739,"Cavaliers","Cleveland",240,8,15,0,64,18,9,8,40,1,4,23,20
"team",22200170,"LAL",1610612747,"Lakers","Los Angeles",240,20,7,20,52,19,5,9,38,2,7,20,24
"team",22200170,"LAC",1610612746,"Clippers","LA",240,19,5,9,38,20,7,20,52,7,2,24,20
"team",22200174,"MIA",1610612748,"Heat","Miami",265,30,12,9,52,10,17,5,52,1,2,25,30
"team",22200174,"CHA",1610612766,"Hornets","Charlotte",265,10,17,5,52,30,12,9,52,2,1,30,25
"team",22200173,"PHI",1610612755,"76ers","Philadelphia",240,16,4,10,38,19,15,14,44,5,2,22,22
"team",22200173,"ATL",1610612737,"Hawks","Atlanta",240,19,15,14,44,16,4,10,38,2,5,22,22
"team",22200172,"WAS",1610612764,"Wizards","Washington",240,18,11,9,52,18,7,7,36,5,1,21,13
"team",22200172,"DAL",1610612742,"Mavericks","Dallas",240,18,7,7,36,18,11,9,52,1,5,13,21
"team",22200175,"POR",1610612757,"Trail Blazers","Portland",240,21,18,7,46,4,17,9,36,2,5,14,21
"team",22200175,"NOP",1610612740,"Pelicans","New Orleans",240,4,17,9,36,21,18,7,46,5,2,21,14
"team",22200178,"NYK",1610612752,"Knicks","New York",240,20,20,7,60,18,13,11,54,3,6,31,23
"team",22200178,"DET",1610612765,"Pistons","Detroit",240,18,13,11,54,20,20,7,60,6,3,23,31
"team",22200177,"PHX",1610612756,"Suns","Phoenix",240,14,6,12,44,11,16,0,50,4,4,14,11
"team",22200177,"ORL",1610612753,"Magic","Orlando",240,11,16,0,50,14,6,12,44,4,4,11,14
"team",22200176,"DEN",1610612743,"Nuggets","Denver",240,4,17,11,46,9,13,18,52,1,5,16,19
"team",22200176,"BOS",1610612738,"Celtics","Boston",240,9,13,18,52,4,17,11,46,5,1,19,16
"team",22200182,"GSW",1610612744,"Warriors","Golden State",240,11,4,16,42,18,17,9,52,3,3,27,17
"team",22200182,"CLE",1610612739,"Cavaliers","Cleveland",240,18,17,9,52,11,4,16,42,3,3,17,27
"team",22200183,"SAC",1610612758,"Kings","Sacramento",240,16,17,16,60,13,19,12,58,4,5,17,22
"team",22200183,"LAL",1610612747,"Lakers","Los Angeles",240,13,19,12,58,16,17,16,60,5,4,22,17
"team",22200180,"SAS",1610612759,"Spurs","San Antonio",240,23,17,21,50,24,21,0,32,13,5,22,14
"team",22200180,"MIL",1610612749,"Bucks","Milwaukee",240,24,21,0,32,23,17,21,50,5,13,14,22
"team",22200181,"MIN",1610612750,"Timberwolves","Minnesota",240,17,9,5,46,18,32,10,62,4,3,25,19
"team",22200181,"MEM",1610612763,"Grizzlies","Memphis",240,18,32,10,62,17,9,5,46,3,4,19,25
"team",22200179,"TOR",1610612761,"Raptors","Toronto",240,27,26,8,48,13,11,17,70,4,6,16,27
"team",22200179,"OKC",1610612760,"Thunder","Oklahoma City",240,13,11,17,70,27,26,8,48,6,4,27,16
"team",22200188,"PHI",1610612755,"76ers","Philadelphia",240,33,4,18,56,13,11,18,56,5,2,26,19
"team",22200188,"ATL",1610612737,"Hawks","Atlanta",240,13,11,18,56,33,4,18,56,2,5,19,26
"team",22200184,"LAC",1610612746,"Clippers","LA",240,9,15,6,34,18,8,8,34,6,6,17,18
"team",22200184,"BKN",1610612751,"Nets","Brooklyn",240,18,8,8,34,9,15,6,34,6,6,18,17
"team",22200185,"WAS",1610612764,"Wizards","Washington",240,12,11,13,52,8,4,4,48,8,3,14,17
"team",22200185,"UTA",1610612762,"Jazz","Utah",240,8,4,4,48,12,11,13,52,3,8,17,14
"team",22200191,"NOP",1610612740,"Pelicans","New Orleans",240,32,10,16,56,16,14,4,48,1,4,23,23
"team",22200191,"HOU",1610612745,"Rockets","Houston",240,16,14,4,48,32,10,16,56,4,1,23,23
"team",22200187,"TOR",1610612761,"Raptors","Toronto",240,22,21,12,52,15,17,18,40,8,6,18,23
"team",22200187,"IND",1610612754,"Pacers","Indiana",240,15,17,18,40,22,21,12,52,6,8,23,18
"team",22200186,"DET",1610612765,"Pistons","Detroit",240,9,15,5,30,14,13,14,36,3,4,23,17
"team",22200186,"BOS",1610612738,"Celtics","Boston",240,14,13,14,36,9,15,5,30,4,3,17,23
"team",22200189,"MIA",1610612748,"Heat","Miami",240,13,17,10,58,17,9,14,64,5,3,19,21
"team",22200189,"CHA",1610612766,"Hornets","Charlotte",240,17,9,14,64,13,17,10,58,3,5,21,19
"team",22200190,"POR",1610612757,"Trail Blazers","Portland",240,21,20,6,36,20,9,12,48,2,2,21,27
"team",22200190,"DAL",1610612742,"Mavericks","Dallas",240,20,9,12,48,21,20,6,36,2,2,27,21
"team",22200195,"UTA",1610612762,"Jazz","Utah",240,12,26,11,48,23,7,17,54,4,14,17,19
"team",22200195,"PHI",1610612755,"76ers","Philadelphia",240,23,7,17,54,12,26,11,48,14,4,19,17
"team",22200197,"SAC",1610612758,"Kings","Sacramento",240,18,17,10,52,26,13,12,46,2,5,17,20
"team",22200197,"GSW",1610612744,"Warriors","Golden State",240,26,13,12,46,18,17,10,52,5,2,20,17
"team",22200196,"DEN",1610612743,"Nuggets","Denver",240,21,6,9,58,20,8,15,54,3,4,17,19
"team",22200196,"CHI",1610612741,"Bulls","Chicago",240,20,8,15,54,21,6,9,58,4,3,19,17
"team",22200198,"LAL",1610612747,"Lakers","Los Angeles",240,14,15,4,56,10,8,14,48,2,5,22,17
"team",22200198,"BKN",1610612751,"Nets","Brooklyn",240,10,8,14,48,14,15,4,56,5,2,17,22
"team",22200192,"OKC",1610612760,"Thunder","Oklahoma City",240,16,7,14,66,21,17,14,74,5,2,27,18
"team",22200192,"NYK",1610612752,"Knicks","New York",240,21,17,14,74,16,7,14,66,2,5,18,27
"team",22200193,"MIN",1610612750,"Timberwolves","Minnesota",240,19,6,16,54,13,22,4,42,4,1,30,22
"team",22200193,"CLE",1610612739,"Cavaliers","Cleveland",240,13,22,4,42,19,6,16,54,1,4,22,30
"team",22200194,"WAS",1610612764,"Wizards","Washington",240,12,6,10,34,18,23,15,50,6,6,15,24
"team",22200194,"MEM",1610612763,"Grizzlies","Memphis",240,18,23,15,50,12,6,10,34,6,6,24,15
"team",22200201,"OKC",1610612760,"Thunder","Oklahoma City",240,16,13,17,58,23,11,24,64,6,7,21,20
"team",22200201,"BOS",1610612738,"Celtics","Boston",240,23,11,24,64,16,13,17,58,7,6,20,21
"team",22200203,"LAC",1610612746,"Clippers","LA",240,18,12,16,46,17,13,11,48,4,3,23,22
"team",22200203,"HOU",1610612745,"Rockets","Houston",240,17,13,11,48,18,12,16,46,3,4,22,23
"team",22200200,"ORL",1610612753,"Magic","Orlando",240,13,34,4,40,21,18,18,64,7,7,18,23
"team",22200200,"CHA",1610612766,"Hornets","Charlotte",240,21,18,18,64,13,34,4,40,7,7,23,18
"team",22200205,"SAS",1610612759,"Spurs","San Antonio",240,15,28,4,38,27,8,19,44,6,3,17,17
"team",22200205,"GSW",1610612744,"Warriors","Golden State",240,27,8,19,44,15,28,4,38,3,6,17,17
"team",22200202,"PHX",1610612756,"Suns","Phoenix",240,20,23,8,42,22,20,11,44,4,4,22,10
"team",22200202,"MIA",1610612748,"Heat","Miami",240,22,20,11,44,20,23,8,42,4,4,10,22
"team",22200204,"MIL",1610612749,"Bucks","Milwaukee",240,10,16,19,48,20,20,15,56,3,4,26,23
"team",22200204,"ATL",1610612737,"Hawks","Atlanta",240,20,20,15,56,10,16,19,48,4,3,23,26
"team",22200199,"TOR",1610612761,"Raptors","Toronto",240,21,17,15,56,24,18,4,44,8,2,27,23
"team",22200199,"DET",1610612765,"Pistons","Detroit",240,24,18,4,44,21,17,15,56,2,8,23,27
"team",22200207,"LAC",1610612746,"Clippers","LA",240,14,0,15,24,28,10,4,32,2,1,27,20
"team",22200207,"DAL",1610612742,"Mavericks","Dallas",240,28,10,4,32,14,0,15,24,1,2,20,27
"team",22200208,"UTA",1610612762,"Jazz","Utah",240,10,15,22,40,24,19,21,60,5,3,22,25
"team",22200208,"NYK",1610612752,"Knicks","New York",240,24,19,21,60,10,15,22,40,3,5,25,22
"team",22200206,"NOP",1610612740,"Pelicans","New Orleans",240,14,15,11,44,11,18,12,54,8,8,20,17
"team",22200206,"MEM",1610612763,"Grizzlies","Memphis",240,11,18,12,54,14,15,11,44,8,8,17,20
"team",22200210,"SAC",1610612758,"Kings","Sacramento",240,25,11,26,66,16,1,10,44,4,3,24,18
"team",22200210,"BKN",1610612751,"Nets","Brooklyn",240,16,1,10,44,25,11,26,66,3,4,18,24
"team",22200209,"SAS",1610612759,"Spurs","San Antonio",240,31,16,12,68,25,11,11,48,5,3,25,17
"team",22200209,"POR",1610612757,"Trail Blazers","Portland",240,25,11,11,48,31,16,12,68,3,5,17,25
"team",22200218,"HOU",1610612745,"Rockets","Houston",240,11,18,9,46,25,19,22,32,19,2,19,19
"team",22200218,"DAL",1610612742,"Mavericks","Dallas",240,25,19,22,32,11,18,9,46,2,19,19,19
"team",22200211,"IND",1610612754,"Pacers","Indiana",240,27,10,12,62,20,19,12,56,9,4,18,23
"team",22200211,"CHA",1610612766,"Hornets","Charlotte",240,20,19,12,56,27,10,12,62,4,9,23,18
"team",22200213,"WAS",1610612764,"Wizards","Washington",240,12,17,8,42,26,16,7,50,5,7,20,22
"team",22200213,"OKC",1610612760,"Thunder","Oklahoma City",240,26,16,7,50,12,17,8,42,7,5,22,20
"team",22200214,"BOS",1610612738,"Celtics","Boston",240,18,10,15,50,9,13,12,58,8,5,20,11
"team",22200214,"ATL",1610612737,"Hawks","Atlanta",240,9,13,12,58,18,10,15,50,5,8,11,20
"team",22200215,"TOR",1610612761,"Raptors","Toronto",240,29,26,9,58,25,5,12,42,3,4,23,20
"team",22200215,"MIA",1610612748,"Heat","Miami",240,25,5,12,42,29,26,9,58,4,3,20,23
"team",22200216,"MIL",1610612749,"Bucks","Milwaukee",240,6,21,15,36,16,6,6,36,6,7,16,18
"team",22200216,"CLE",1610612739,"Cavaliers","Cleveland",240,16,6,6,36,6,21,15,36,7,6,18,16
"team",22200217,"NOP",1610612740,"Pelicans","New Orleans",240,9,15,10,46,13,9,9,48,6,1,18,18
"team",22200217,"CHI",1610612741,"Bulls","Chicago",240,13,9,9,48,9,15,10,46,1,6,18,18
"team",22200219,"NYK",1610612752,"Knicks","New York",240,14,13,21,50,9,13,12,34,5,5,18,25
"team",22200219,"DEN",1610612743,"Nuggets","Denver",240,9,13,12,34,14,13,21,50,5,5,25,18
"team",22200220,"PHX",1610612756,"Suns","Phoenix",240,26,16,13,34,17,5,12,34,8,3,22,23
"team",22200220,"GSW",1610612744,"Warriors","Golden State",240,17,5,12,34,26,16,13,34,3,8,23,22
"team",22200212,"ORL",1610612753,"Magic","Orlando",240,14,20,9,56,22,11,30,58,5,6,26,15
"team",22200212,"MIN",1610612750,"Timberwolves","Minnesota",240,22,11,30,58,14,20,9,56,6,5,15,26
"team",22200221,"POR",1610612757,"Trail Blazers","Portland",240,30,9,23,42,13,10,27,50,5,5,22,24
"team",22200221,"BKN",1610612751,"Nets","Brooklyn",240,13,10,27,50,30,9,23,42,5,5,24,22
"team",22200223,"LAC",1610612746,"Clippers","LA",240,6,14,4,38,19,12,15,48,1,7,21,26
"team",22200223,"DET",1610612765,"Pistons","Detroit",240,19,12,15,48,6,14,4,38,7,1,26,21
"team",22200222,"SAS",1610612759,"Spurs","San Antonio",240,13,4,16,56,21,16,20,54,6,1,22,15
"team",22200222,"SAC",1610612758,"Kings","Sacramento",240,21,16,20,54,13,4,16,56,1,6,15,22
"team",22200226,"PHI",1610612755,"76ers","Philadelphia",240,8,6,8,36,15,13,10,44,5,7,18,18
"team",22200226,"MIL",1610612749,"Bucks","Milwaukee",240,15,13,10,44,8,6,8,36,7,5,18,18
"team",22200231,"NOP",1610612740,"Pelicans","New Orleans",240,20,10,24,52,23,9,11,38,3,3,18,13
"team",22200231,"BOS",1610612738,"Celtics","Boston",240,23,9,11,38,20,10,24,52,3,3,13,18
"team",22200229,"OKC",1610612760,"Thunder","Oklahoma City",240,13,12,6,56,7,14,30,46,9,7,28,13
"team",22200229,"MEM",1610612763,"Grizzlies","Memphis",240,7,14,30,46,13,12,6,56,7,9,13,28
"team",22200227,"ORL",1610612753,"Magic","Orlando",240,13,8,5,40,25,12,18,50,7,6,25,19
"team",22200227,"CHI",1610612741,"Bulls","Chicago",240,25,12,18,50,13,8,5,40,6,7,19,25
"team",22200228,"IND",1610612754,"Pacers","Indiana",240,18,17,12,38,18,14,10,40,10,4,26,24
"team",22200228,"HOU",1610612745,"Rockets","Houston",240,18,14,10,40,18,17,12,38,4,10,24,26
"team",22200230,"DEN",1610612743,"Nuggets","Denver",240,6,7,14,46,16,10,7,64,1,3,20,19
"team",22200230,"DAL",1610612742,"Mavericks","Dallas",240,16,10,7,64,6,7,14,46,3,1,19,20
"team",22200232,"UTA",1610612762,"Jazz","Utah",240,13,16,8,58,21,25,19,66,3,6,28,25
"team",22200232,"PHX",1610612756,"Suns","Phoenix",240,21,25,19,66,13,16,8,58,6,3,25,28
"team",22200233,"NYK",1610612752,"Knicks","New York",240,19,17,19,40,16,11,21,40,7,3,16,26
"team",22200233,"GSW",1610612744,"Warriors","Golden State",240,16,11,21,40,19,17,19,40,3,7,26,16
"team",22200225,"CLE",1610612739,"Cavaliers","Cleveland",290,16,14,2,64,34,22,19,54,8,6,25,33
"team",22200225,"CHA",1610612766,"Hornets","Charlotte",290,34,22,19,54,16,14,2,64,6,8,33,25
"team",22200224,"WAS",1610612764,"Wizards","Washington",265,8,8,6,40,7,16,7,40,4,4,25,15
"team",22200224,"MIA",1610612748,"Heat","Miami",265,7,16,7,40,8,8,6,40,4,4,15,25
"team",22200234,"LAL",1610612747,"Lakers","Los Angeles",240,9,14,11,66,22,17,18,50,7,4,24,30
"team",22200234,"DET",1610612765,"Pistons","Detroit",240,22,17,18,50,9,14,11,66,4,7,30,24
"team",22200238,"UTA",1610612762,"Jazz","Utah",240,28,18,11,50,20,16,16,48,4,8,20,22
"team",22200238,"POR",1610612757,"Trail Blazers","Portland",240,20,16,16,48,28,18,11,50,8,4,22,20
"team",22200235,"TOR",1610612761,"Raptors","Toronto",265,18,17,22,78,19,12,21,72,6,5,25,20
"team",22200235,"ATL",1610612737,"Hawks","Atlanta",265,19,12,21,72,18,17,22,78,5,6,20,25
"team",22200237,"PHI",1610612755,"76ers","Philadelphia",240,27,4,13,36,18,10,14,48,1,2,24,25
"team",22200237,"MIN",1610612750,"Timberwolves","Minnesota",240,18,10,14,48,27,4,13,36,2,1,25,24
"team",22200239,"SAS",1610612759,"Spurs","San Antonio",240,14,12,12,56,20,3,10,32,2,1,13,20
"team",22200239,"LAC",1610612746,"Clippers","LA",240,20,3,10,32,14,12,12,56,1,2,20,13
"team",22200236,"ORL",1610612753,"Magic","Orlando",240,11,19,22,36,10,19,16,42,6,6,17,18
"team",22200236,"IND",1610612754,"Pacers","Indiana",240,10,19,16,42,11,19,22,36,6,6,18,17
"team",22200244,"MIA",1610612748,"Heat","Miami",240,23,11,6,40,28,13,12,50,3,1,16,23
"team",22200244,"CLE",1610612739,"Cavaliers","Cleveland",240,28,13,12,50,23,11,6,40,1,3,23,16
"team",22200240,"PHX",1610612756,"Suns","Phoenix",240,13,19,13,42,12,11,12,46,8,7,22,15
"team",22200240,"NYK",1610612752,"Knicks","New York",240,12,11,12,46,13,19,13,42,7,8,15,22
"team",22200242,"SAC",1610612758,"Kings","Sacramento",240,15,19,16,62,16,16,9,54,0,3,18,24
"team",22200242,"DET",1610612765,"Pistons","Detroit",240,16,16,9,54,15,19,16,62,3,0,24,18
"team",22200247,"SAS",1610612759,"Spurs","San Antonio",240,18,15,15,58,11,6,15,60,2,2,17,10
"team",22200247,"LAL",1610612747,"Lakers","Los Angeles",240,11,6,15,60,18,15,15,58,2,2,10,17
"team",22200246,"DEN",1610612743,"Nuggets","Denver",240,23,7,14,42,18,7,8,34,5,3,20,18
"team",22200246,"DAL",1610612742,"Mavericks","Dallas",240,18,7,8,34,23,7,14,42,3,5,18,20
"team",22200241,"WAS",1610612764,"Wizards","Washington",240,13,22,8,48,15,16,6,50,13,5,19,18
"team",22200241,"CHA",1610612766,"Hornets","Charlotte",240,15,16,6,50,13,22,8,48,5,13,18,19
"team",22200245,"HOU",1610612745,"Rockets","Houston",240,16,16,13,48,15,12,21,42,1,5,12,22
"team",22200245,"GSW",1610612744,"Warriors","Golden State",240,15,12,21,42,16,16,13,48,5,1,22,12
"team",22200243,"MEM",1610612763,"Grizzlies","Memphis",240,23,17,23,56,11,8,15,46,0,5,12,25
"team",22200243,"BKN",1610612751,"Nets","Brooklyn",240,11,8,15,46,23,17,23,56,5,0,25,12
"team",22200248,"CLE",1610612739,"Cavaliers","Cleveland",240,20,10,15,52,26,6,20,42,3,3,17,21
"team",22200248,"ATL",1610612737,"Hawks","Atlanta",240,26,6,20,42,20,10,15,52,3,3,21,17
"team",22200251,"POR",1610612757,"Trail Blazers","Portland",240,20,9,11,46,24,12,18,56,3,8,17,17
"team",22200251,"MIL",1610612749,"Bucks","Milwaukee",240,24,12,18,56,20,9,11,46,8,3,17,17
"team",22200250,"CHI",1610612741,"Bulls","Chicago",240,18,11,22,44,17,8,17,34,1,4,19,18
"team",22200250,"BOS",1610612738,"Celtics","Boston",240,17,8,17,34,18,11,22,44,4,1,18,19
"team",22200255,"UTA",1610612762,"Jazz","Utah",240,14,17,11,52,21,17,22,60,5,6,18,20
"team",22200255,"LAC",1610612746,"Clippers","LA",240,21,17,22,60,14,17,11,52,6,5,20,18
"team",22200254,"OKC",1610612760,"Thunder","Oklahoma City",240,15,13,8,60,20,18,11,72,5,2,18,28
"team",22200254,"NYK",1610612752,"Knicks","New York",240,20,18,11,72,15,13,8,60,2,5,28,18
"team",22200252,"MIN",1610612750,"Timberwolves","Minnesota",240,12,4,14,38,16,13,22,48,6,5,25,20
"team",22200252,"MIA",1610612748,"Heat","Miami",240,16,13,22,48,12,4,14,38,5,6,20,25
